ADP>DET>NOUN,0
NOUN>ADP>DET,1
ADJ>NOUN>PUNCT,2
DET>ADJ>NOUN,3
DET>NOUN>ADP,4
ADJ>NOUN>ADP,5
NOUN>ADP>NOUN,6
DET>NOUN>PUNCT,7
ADP>ADJ>NOUN,8
ADP>DET>ADJ,9
VERB>DET>NOUN,10
NOUN>NOUN>PUNCT,11
VERB>ADP>DET,12
DET>NOUN>VERB,13
ADP>NOUN>PUNCT,14
VERB>VERB>ADP,15
NOUN>ADP>ADJ,16
NOUN>VERB>VERB,17
ADJ>NOUN>VERB,18
ADJ>ADJ>NOUN,19
ADJ>NOUN>NOUN,20
NOUN>ADP>PROPN,21
DET>NOUN>NOUN,22
VERB>ADJ>NOUN,23
PROPN>PROPN>PUNCT,24
NOUN>NOUN>ADP,25
VERB>DET>ADJ,26
NOUN>VERB>ADP,27
NOUN>PUNCT>NOUN,28
NOUN>PUNCT>VERB,29
VERB>ADP>NOUN,30
ADP>NOUN>ADP,31
ADP>NUM>PUNCT,32
NOUN>ADP>NUM,33
ADP>DET>PROPN,34
NOUN>PUNCT>CONJ,35
NOUN>CONJ>NOUN,36
ADP>PROPN>PUNCT,37
VERB>NOUN>ADP,38
PROPN>PROPN>PROPN,39
DET>PROPN>PROPN,40
VERB>ADP>PROPN,41
NOUN>NOUN>VERB,42
NUM>NOUN>PUNCT,43
VERB>PART>VERB,44
VERB>ADV>VERB,45
PUNCT>DET>NOUN,46
ADP>PROPN>PROPN,47
VERB>ADP>ADJ,48
NOUN>VERB>DET,49
NOUN>PART>VERB,50
ADP>NUM>NOUN,51
VERB>NOUN>PUNCT,52
NOUN>VERB>ADV,53
ADV>VERB>ADP,54
ADP>NOUN>NOUN,55
NOUN>CONJ>VERB,56
NUM>NOUN>ADP,57
ADJ>NOUN>CONJ,58
NOUN>VERB>ADJ,59
NOUN>PUNCT>DET,60
NOUN>NOUN>NOUN,61
CONJ>ADJ>NOUN,62
NOUN>PART>NOUN,63
PROPN>PROPN>VERB,64
PROPN>VERB>DET,65
DET>NOUN>PART,66
PART>VERB>DET,67
NOUN>PUNCT>ADJ,68
PROPN>VERB>VERB,69
PUNCT>NOUN>NOUN,70
PROPN>PART>NOUN,71
PUNCT>PROPN>VERB,72
PROPN>NUM>PUNCT,73
VERB>ADP>NUM,74
PUNCT>NOUN>PUNCT,75
NOUN>PUNCT>ADP,76
ADP>PROPN>NUM,77
PROPN>PUNCT>PROPN,78
PROPN>ADP>PROPN,79
VERB>VERB>PUNCT,80
NOUN>PUNCT>PROPN,81
PUNCT>PRON>VERB,82
ADJ>ADP>DET,83
VERB>NUM>NOUN,84
ADP>ADJ>ADJ,85
DET>ADJ>ADJ,86
PUNCT>ADJ>NOUN,87
PUNCT>CONJ>VERB,88
CONJ>NOUN>PUNCT,89
PROPN>VERB>ADP,90
NOUN>VERB>NOUN,91
DET>NOUN>CONJ,92
ADP>NOUN>CONJ,93
PRON>VERB>VERB,94
PROPN>PROPN>ADP,95
PUNCT>NOUN>VERB,96
NOUN>ADV>VERB,97
ADV>ADP>DET,98
PART>NOUN>PUNCT,99
ADV>VERB>DET,100
VERB>ADV>ADP,101
PUNCT>VERB>ADP,102
NOUN>NOUN>CONJ,103
ADP>NOUN>VERB,104
VERB>ADJ>ADP,105
CONJ>DET>NOUN,106
PROPN>NOUN>PUNCT,107
PROPN>CONJ>PROPN,108
NOUN>PUNCT>ADV,109
PART>ADJ>NOUN,110
PROPN>ADP>DET,111
VERB>NOUN>NOUN,112
PUNCT>VERB>DET,113
NOUN>CONJ>ADJ,114
PUNCT>DET>ADJ,115
PART>VERB>NOUN,116
NOUN>ADP>VERB,117
DET>NOUN>ADV,118
PRON>VERB>DET,119
PART>VERB>ADP,120
VERB>ADV>ADJ,121
PUNCT>VERB>NOUN,122
CONJ>NOUN>NOUN,123
VERB>VERB>VERB,124
PRON>VERB>ADP,125
CONJ>VERB>ADP,126
NOUN>VERB>PUNCT,127
ADP>PROPN>PART,128
ADP>PROPN>ADP,129
ADJ>NOUN>PART,130
ADV>VERB>PUNCT,131
ADV>ADJ>NOUN,132
