IN>DT>NN,0
DT>NN>IN,1
NN>IN>DT,2
DT>JJ>NN,3
IN>DT>JJ,4
VBG>IN>DT,5
VBN>IN>DT,6
"DT>NN>,",7
",>VBG>IN",8
IN>DT>NNS,9
DT>NN>.,10
JJ>NN>IN,11
",>VBN>IN",12
IN>PRP$>NN,13
"NN>,>CC",14
"JJ>NN>,",15
IN>PRP>VBD,16
NNS>IN>DT,17
NN>IN>NN,18
JJ>NN>.,19
VBD>IN>DT,20
IN>DT>NNP,21
VBD>DT>NN,22
"IN>NN>,",23
VBG>IN>PRP,24
DT>NN>VBD,25
DT>NNS>IN,26
IN>PRP$>NNS,27
"NN>,>VBG",28
IN>NNP>NNP,29
"NN>,>VBD",30
"NN>,>IN",31
NN>IN>PRP$,32
IN>NN>IN,33
IN>JJ>NN,34
IN>NN>.,35
"NN>,>VBN",36
VBG>IN>PRP$,37
",>IN>DT",38
"JJ>NNS>,",39
IN>JJ>NNS,40
NN>IN>NNP,41
VBN>IN>NN,42
DT>JJ>NNS,43
RB>IN>DT,44
"PRP$>NN>,",45
"NNS>,>CC",46
PRP>VBD>IN,47
VBN>IN>NNP,48
",>PRP>VBD",49
IN>PRP$>JJ,50
"IN>NNP>,",51
JJ>NNS>IN,52
PRP>VBD>RB,53
"DT>NNS>,",54
",>CC>VBD",55
"NNP>NNP>,",56
PRP>VBD>DT,57
VBD>DT>JJ,58
PRP$>NN>.,59
PRP$>NN>IN,60
PRP$>JJ>NN,61
NN>CC>NN,62
"NNP>,>VBG",63
TO>VB>DT,64
",>CC>DT",65
DT>NN>CC,66
"NN>,>DT",67
",>CC>IN",68
VBN>IN>PRP$,69
PRP>MD>VB,70
",>DT>NN",71
VB>DT>NN,72
NN>IN>PRP,73
NN>IN>NNS,74
IN>NNP>.,75
NN>IN>JJ,76
JJ>IN>DT,77
PRP>VBD>VBN,78
VBN>IN>JJ,79
NNS>IN>NN,80
JJ>NNS>.,81
VBD>TO>VB,82
VBG>IN>NN,83
",>VBD>IN",84
"NN>,>PRP",85
IN>PRP>.,86
CC>DT>NN,87
NN>TO>VB,88
",>CC>RB",89
"IN>PRP>,",90
IN>NNS>IN,91
DT>NN>NN,92
VBG>IN>NNP,93
VBD>VBN>IN,94
NNP>NNP>.,95
TO>VB>IN,96
"PRP$>NNS>,",97
VBD>RB>IN,98
DT>NNP>NNP,99
"NNS>,>VBN",100
IN>NN>CC,101
IN>PRP>MD,102
VBD>PRP$>NN,103
",>CC>VBG",104
DT>NNS>.,105
NN>HYPH>NN,106
"NNS>,>VBG",107
IN>IN>DT,108
NNS>CC>NNS,109
PRP>IN>DT,110
DT>NN>RB,111
DT>NNS>VBD,112
JJ>TO>VB,113
"IN>NNS>,",114
"NNS>,>VBD",115
CC>IN>DT,116
MD>RB>VB,117
PRP$>NNS>.,118
"NNP>,>CC",119
JJ>NN>VBD,120
NN>PRP>VBD,121
"DT>NNP>,",122
VBN>IN>NNS,123
NN>VBD>RB,124
NNP>IN>DT,125
VB>IN>DT,126
"NNS>,>IN",127
JJ>CC>JJ,128
NN>VBD>IN,129
",>VBD>DT",130
"RB>,>VBG",131
TO>VB>PRP,132
DT>JJ>JJ,133
VBN>IN>PRP,134
RP>IN>DT,135
",>IN>PRP",136
JJ>JJ>NN,137
IN>CD>NNS,138
VBG>IN>JJ,139
",>DT>JJ",140
RB>JJ>.,141
NNP>NNP>NNP,142
",>CC>,",143
"PRP>VBD>,",144
NNP>IN>NNP,145
VBD>RB>VBN,146
VBD>RB>JJ,147
VBD>IN>PRP,148
CC>DT>JJ,149
DT>NN>HYPH,150
NN>VBD>VBN,151
DT>NN>WDT,152
VBG>DT>NN,153
NN>VBD>DT,154
NNP>CC>NNP,155
"CC>,>VBG",156
JJ>NN>CC,157
VBD>RP>IN,158
CC>VBD>IN,159
VBD>IN>PRP$,160
RB>RB>IN,161
MD>VB>VBN,162
RB>JJ>IN,163
CD>NNS>IN,164
"NN>NN>,",165
WDT>PRP>VBD,166
"NNP>,>IN",167
VBD>IN>NN,168
PRP$>NNS>IN,169
IN>PRP>IN,170
VBD>PRP>IN,171
"RB>,>CC",172
NNS>IN>NNP,173
",>CC>PRP",174
"NNP>,>VBN",175
NN>WDT>VBD,176
PRP$>JJ>NNS,177
NNP>POS>NN,178
IN>PRP>VBP,179
NNP>NNP>VBD,180
"NN>,>RB",181
NN>MD>VB,182
"NNS>,>DT",183
PRP$>NN>VBD,184
IN>NNS>.,185
NN>POS>NN,186
NNP>NNP>IN,187
PRP>VBD>JJ,188
DT>NNP>IN,189
DT>NN>PRP,190
"CC>NN>,",191
"CD>NNS>,",192
IN>DT>NNPS,193
VBD>RB>RB,194
VBZ>RB>JJ,195
NNP>VBD>IN,196
NNS>IN>JJ,197
CC>PRP>VBD,198
"JJ>,>CC",199
RB>VBN>IN,200
"NN>,>WDT",201
VBN>IN>CD,202
NNS>IN>PRP$,203
CD>IN>DT,204
CC>JJ>NN,205
NN>IN>VBG,206
",>VBD>RB",207
"PRP>,>CC",208
NN>DT>NN,209
",>RB>,",210
"NNP>,>NNP",211
VB>DT>JJ,212
"VBD>RB>,",213
NN>CC>VBD,214
IN>NNP>CC,215
IN>NNP>IN,216
NN>NNP>.,217
WRB>PRP>VBD,218
MD>VB>DT,219
TO>VB>PRP$,220
NN>IN>CD,221
DT>NNS>VBZ,222
CC>VBD>DT,223
IN>NNP>POS,224
RB>DT>NN,225
NNS>VBZ>RB,226
DT>NNS>CC,227
"DT>JJ>,",228
DT>NN>TO,229
DT>NN>POS,230
JJ>NNS>CC,231
DT>NNP>.,232
IN>NN>NNP,233
NN>CC>DT,234
CC>NN>IN,235
PRP$>NN>CC,236
NN>NN>.,237
JJ>JJ>NNS,238
PRP>VBD>RP,239
",>WP>VBD",240
"NNP>,>DT",241
RB>IN>PRP,242
"NN>,>NNP",243
"RB>,>IN",244
"NNP>,>VBD",245
DT>NN>DT,246
VBN>TO>VB,247
"CC>NNS>,",248
PRP>VBD>PRP,249
",>IN>PRP$",250
NN>IN>WDT,251
NNP>VBD>DT,252
PRP>MD>RB,253
"POS>NN>,",254
NN>VBN>IN,255
VB>VBN>IN,256
CC>NN>.,257
",>CC>NNP",258
PRP>RB>VBD,259
",>WDT>VBD",260
IN>DT>VBG,261
IN>NNS>CC,262
RB>JJ>NN,263
VB>PRP$>NN,264
VBD>DT>NNS,265
CC>JJ>NNS,266
VBG>IN>IN,267
PRP>VBD>TO,268
",>VBD>VBN",269
NNP>VBD>RB,270
RB>VBD>DT,271
VB>NN>IN,272
"VBD>,>VBG",273
VBG>IN>CD,274
IN>NNP>VBD,275
IN>DT>CD,276
"HYPH>NN>,",277
",>DT>NNS",278
VBD>JJ>IN,279
PDT>DT>NN,280
DT>JJ>CC,281
CC>VBD>RB,282
NNS>TO>VB,283
DT>VBG>NN,284
"CC>NNP>,",285
MD>VB>IN,286
",>NNP>NNP",287
NNS>IN>NNS,288
VBN>DT>NN,289
IN>CD>IN,290
DT>CD>NNS,291
CC>VBN>IN,292
IN>DT>IN,293
RB>IN>PRP$,294
VBD>VBN>VBN,295
",>IN>NN",296
PRP>VBP>RB,297
IN>PDT>DT,298
",>IN>NNP",299
"RB>,>VBN",300
DT>JJ>NNP,301
PRP>TO>VB,302
IN>WDT>PRP,303
IN>CD>NN,304
RB>TO>VB,305
NN>NN>IN,306
NNS>VBD>IN,307
CC>VBG>IN,308
JJ>NNS>VBD,309
PRP>VBD>PRP$,310
DT>NN>MD,311
TO>VB>RB,312
"RB>RB>,",313
IN>VBG>DT,314
RB>PRP>VBD,315
VB>PRP>IN,316
RB>IN>NN,317
VBG>IN>NNS,318
NN>VBD>JJ,319
",>NNP>VBD",320
JJ>IN>NN,321
",>IN>IN",322
VBD>IN>NNP,323
NNS>VBD>RB,324
"JJ>,>JJ",325
DT>IN>DT,326
CC>VBD>PRP,327
CC>DT>NNS,328
NNS>IN>PRP,329
NNP>NNP>CC,330
"VBD>,>IN",331
RB>VBD>IN,332
DT>NNP>NN,333
JJ>IN>PRP,334
VBG>DT>JJ,335
PRP$>NNS>VBD,336
"NNS>,>PRP",337
PRP$>NNS>CC,338
RP>DT>NN,339
IN>DT>JJS,340
TO>VB>.,341
VBD>VBN>DT,342
"NN>NNS>,",343
NN>HYPH>NNS,344
",>CC>JJ",345
VBD>PRP$>NNS,346
"RB>JJ>,",347
VBD>IN>JJ,348
"VBD>,>CC",349
NNS>VBD>VBN,350
"JJ>,>VBG",351
DT>RB>JJ,352
VBD>VBN>.,353
